subject,organ,iou,pred_iou_HistGB,pred_iou_RandomForest
s0142,esophagus,0.128,0.21813759866272844,0.27630064880952376
s0142,iliopsoas_left,0.0,0.03592142358553418,0.05714516269841269
s0142,inferior_vena_cava,0.0,0.13574038672561847,0.24284630476190486
s0142,intervertebral_discs,0.8074,0.8381827820632946,0.7081005757936507
s0142,lung_left,0.0,0.3389197794022029,0.39447539880952415
s0142,spinal_cord,0.8683,0.9106241392351402,0.8213213048941803
s0142,vertebrae,0.8917,0.8354427412087457,0.8235637555555557
s0515,adrenal_gland_left,0.8278,0.7827683676519178,0.6918823367003366
s0515,adrenal_gland_right,0.7756,0.5724991091692654,0.5579119185185184
s0515,aorta,0.8947,0.9122081144994862,0.8696848929894179
s0515,autochthon_left,0.9339,0.8955422205689108,0.8904718787397788
s0515,autochthon_right,0.9256,0.9209062834773742,0.8961799462000954
s0515,clavicula_left,0.5139,0.5784906770740414,0.5742129595238096
s0515,clavicula_right,0.5591,0.4357220906486706,0.39030165119047633
s0515,colon,0.9227,0.6913423789872278,0.6303535279942282
s0515,duodenum,0.9007,0.8656563590321348,0.6872554876984126
s0515,esophagus,0.781,0.67255648003372,0.7159599817460318
s0515,gallbladder,0.8282,0.6273553494558504,0.6498843940476191
s0515,heart,0.824,0.8587141562687359,0.8968135011904762
s0515,humerus_left,0.8172,0.7847680020420047,0.8034587371693123
s0515,humerus_right,0.7462,0.6234307859503668,0.6715244374338629
s0515,inferior_vena_cava,0.91,0.890378607181764,0.8384894519841267
s0515,intervertebral_discs,0.3993,0.7462224447684362,0.7413473899470903
s0515,kidney_left,0.9317,0.9493967131794412,0.768735636507937
s0515,kidney_right,0.7831,0.8651397352998255,0.7724412491582494
s0515,liver,0.9571,0.9196649028587967,0.9378128416666673
s0515,lung_left,0.9657,0.9920435023974159,0.9530465015873021
s0515,lung_right,0.9673,1.0,0.96362303015873
s0515,pancreas,0.8882,0.7761945729632598,0.7760769551587304
s0515,portal_vein_and_splenic_vein,0.8507,0.7344392230371678,0.6109919965608462
s0515,scapula_left,0.6557,0.6334843359956865,0.6618957865079362
s0515,scapula_right,0.6546,0.7680982045145496,0.6729932154280902
s0515,small_bowel,0.9036,0.8003551236536257,0.7629911466931222
s0515,spinal_cord,0.8713,0.8481433256432465,0.8326913941798948
s0515,spleen,0.9523,0.8940068664441968,0.8727955825396821
s0515,stomach,0.9338,0.8306923749150643,0.8466965013227513
s0515,vertebrae,0.6486,0.7839962545882421,0.8098902986772486
s0615,brain,0.9721,0.9370226490891765,0.9532529804593566
s0615,spinal_cord,0.3057,0.6407776071504031,0.5009438404761902
s0615,vertebrae,0.4679,0.7838626504499906,0.5378890664021161
s0397,brain,0.9137,0.9646160110115117,0.9271079380952381
s0397,intervertebral_discs,0.422,0.5189716938714289,0.4162636277777778
s0397,spinal_cord,0.8168,0.7947946857767165,0.7534578547619045
s0397,vertebrae,0.6767,0.5987966198614748,0.6085523126984133
s0355,adrenal_gland_left,0.3134,0.4843548353798854,0.49930643492063487
s0355,adrenal_gland_right,0.7315,0.4218435260003384,0.424444243253968
s0355,aorta,0.8563,0.9388359978182538,0.8541126238095241
s0355,autochthon_left,0.9378,0.955291482809211,0.9295855223544982
s0355,autochthon_right,0.9368,0.967673742765749,0.9386167419552675
s0355,colon,0.8264,0.9058860590671649,0.8283089019841265
s0355,duodenum,0.6438,0.5138357967560105,0.5229842428571425
s0355,esophagus,0.5935,0.8228321861205692,0.692469685714285
s0355,gallbladder,0.8494,0.6520598050374988,0.6233061116402113
s0355,gluteus_maximus_left,0.713,0.525177730202139,0.4558857425925927
s0355,gluteus_medius_left,0.8991,0.8677986843366351,0.7807568756613759
s0355,gluteus_medius_right,0.9166,0.8024751425628057,0.7385114355820102
s0355,heart,0.9144,0.9260798883594078,0.9095827261904765
s0355,hip_left,0.7047,0.8204106018074097,0.693733104761905
s0355,hip_right,0.7352,0.8471939837987779,0.7375339382275137
s0355,iliac_artery_left,0.497,0.7607848507623687,0.6571718921957668
s0355,iliac_artery_right,0.0,0.5284771098566831,0.40313222539682564
s0355,iliac_vena_left,0.7582,0.7632867267184837,0.6841194642857142
s0355,iliac_vena_right,0.7586,0.8483301515425031,0.7143531845238089
s0355,iliopsoas_left,0.8876,0.892171709320237,0.8652141198773448
s0355,iliopsoas_right,0.849,0.7913456989661138,0.827494136904762
s0355,inferior_vena_cava,0.845,0.8358366719987165,0.7881180566137567
s0355,intervertebral_discs,0.7193,0.8434705040297438,0.8092182419312168
s0355,kidney_left,0.8661,0.8920100391412089,0.8802722119047611
s0355,kidney_right,0.8668,0.805132851686816,0.8630132452380953
s0355,liver,0.9562,0.9455944534501913,0.9106464468253974
s0355,lung_left,0.8747,0.8893107294914927,0.8754822620370366
s0355,lung_right,0.9584,0.9597551798661847,0.9563541404761906
s0355,pancreas,0.4419,0.6738724155936083,0.5965345273809524
s0355,portal_vein_and_splenic_vein,0.0745,0.13858514911693348,0.2392856615079367
s0355,sacrum,0.3532,0.5515914652968292,0.431766202777778
s0355,small_bowel,0.7541,0.7840309554182285,0.7761821313492057
s0355,spinal_cord,0.874,0.8984402126251001,0.8698817530423277
s0355,spleen,0.9176,0.7736228564705419,0.7815525783068786
s0355,stomach,0.8786,0.9336045192292209,0.8650072465608463
s0355,vertebrae,0.8116,0.8121661143980741,0.8641157833333339
s0547,adrenal_gland_left,0.7017,0.696134797429508,0.5040826392857142
s0547,adrenal_gland_right,0.8118,0.4018512662994866,0.4566530912698415
s0547,aorta,0.9154,0.8981636469073463,0.8739670403614908
s0547,autochthon_left,0.8861,0.8288502732524922,0.8246976404761907
s0547,autochthon_right,0.8882,0.8106007479244303,0.8292727969576723
s0547,clavicula_left,0.7015,0.5200912039903082,0.5684158202380951
s0547,clavicula_right,0.746,0.5090051885420991,0.5523542440476192
s0547,colon,0.8442,0.8072169425465091,0.7727859067460315
s0547,duodenum,0.8396,0.7975036695262443,0.6626212293650793
s0547,esophagus,0.8007,0.730793176084515,0.67775436005291
s0547,gallbladder,0.8858,0.6543511363950466,0.6745820313492067
s0547,heart,0.9111,0.8771133577231468,0.8296248421957673
s0547,humerus_left,0.8437,0.8049528525892397,0.7466298448412703
s0547,humerus_right,0.8281,0.8025139049614832,0.8172573074074073
s0547,inferior_vena_cava,0.8235,0.6972368458577136,0.7111049076719579
s0547,intervertebral_discs,0.7962,0.7218753511621652,0.7210808815656563
s0547,kidney_left,0.9196,0.6964374087178233,0.7056617869047618
s0547,kidney_right,0.8761,0.47215502044922997,0.5183658363756615
s0547,liver,0.9523,0.9787721418761897,0.9309233992063484
s0547,lung_left,0.9564,0.802190228784021,0.9113907190476191
s0547,lung_right,0.9713,0.9211319319702835,0.9657043319865316
s0547,pancreas,0.8398,0.8856181030967728,0.8241930828042328
s0547,portal_vein_and_splenic_vein,0.7097,0.6047562937263232,0.617018744047619
s0547,scapula_left,0.6506,0.651508027612224,0.5911319174603173
s0547,scapula_right,0.731,0.553292239711104,0.5707436257936507
s0547,small_bowel,0.8835,0.697502588067439,0.6488720873015872
s0547,spinal_cord,0.87,0.8106926013747197,0.7856204452380949
s0547,spleen,0.9495,0.951472319293024,0.8926834232804229
s0547,stomach,0.8655,0.8741304231514516,0.8330172145983646
s0547,vertebrae,0.8407,0.7924525764637419,0.7481041369047619
s0592,aorta,0.7474,0.6290239754173789,0.6670996826719574
s0592,autochthon_left,0.8523,0.8786793274130527,0.9032577297619044
s0592,autochthon_right,0.8178,0.8849620489807354,0.8940882403439148
s0592,colon,0.4931,0.2770068355314189,0.251141641005291
s0592,gluteus_maximus_right,0.0,0.26336299901624755,0.23724047804232792
s0592,hip_left,0.5507,0.5028447710927644,0.5847823013347767
s0592,hip_right,0.3349,0.5796363007712321,0.5785852715608468
s0592,iliac_artery_left,0.0,0.03310610490994156,0.1619899420634921
s0592,iliac_artery_right,0.0,0.036365834836291425,0.13955376904761896
s0592,iliac_vena_left,0.3029,0.042937621492562784,0.12108748095238099
s0592,iliopsoas_left,0.837,0.7061921666257589,0.8131424287037045
s0592,iliopsoas_right,0.8773,0.6742650541684448,0.7918223739658494
s0592,inferior_vena_cava,0.4216,0.48104786045661985,0.4801078619047616
s0592,intervertebral_discs,0.8689,0.713167864437559,0.7232159230158723
s0592,sacrum,0.8505,0.887020903712029,0.7926097198412698
s0592,spinal_cord,0.8913,0.6594965785805188,0.8088726273809526
s0592,vertebrae,0.906,0.8350425899010031,0.8302987041005296
s0293,adrenal_gland_left,0.6494,0.5251149967414764,0.42439834682539657
s0293,adrenal_gland_right,0.5699,0.2848841561244346,0.2992743285714285
s0293,aorta,0.8227,0.7150913995539614,0.7200380642857138
s0293,autochthon_left,0.9396,0.9225596325715574,0.9132375355820112
s0293,autochthon_right,0.9408,0.9084975646230536,0.912491443783068
s0293,colon,0.8157,0.3323328441436277,0.4880119265873019
s0293,duodenum,0.5757,0.7787896965042473,0.6974012111111112
s0293,esophagus,0.73,0.8171487283542072,0.6492210309523809
s0293,gallbladder,0.5723,0.6611997532278295,0.5936541089947092
s0293,heart,0.9323,0.8982734754130776,0.8969182775132276
s0293,iliopsoas_left,0.7476,0.8413011824214413,0.8059940920634919
s0293,iliopsoas_right,0.5736,0.4446261845268524,0.49631503888888856
s0293,inferior_vena_cava,0.8267,0.8672026581133566,0.7938893579365077
s0293,intervertebral_discs,0.7873,0.7635829246340272,0.7435183972222222
s0293,kidney_left,0.863,0.7868584770644259,0.8471542776455026
s0293,kidney_right,0.7897,0.7971385402980717,0.8463900711640218
s0293,liver,0.8878,0.8141719649618684,0.873784639021164
s0293,lung_left,0.9477,0.9394401374554399,0.9328021285714286
s0293,lung_right,0.9575,0.9177079298252242,0.9237480892135642
s0293,pancreas,0.5089,0.4004272523112009,0.5519335523809529
s0293,portal_vein_and_splenic_vein,0.2925,0.10054289722477702,0.14236681031746032
s0293,small_bowel,0.631,0.6901982781756706,0.663241818253968
s0293,spinal_cord,0.8447,0.8486666966259035,0.8294706846560846
s0293,spleen,0.8241,0.6707766723069053,0.786774852248677
s0293,stomach,0.8737,0.6789284343076731,0.6879808309523809
s0293,vertebrae,0.8597,0.9011359528397606,0.8123738535714283
s0280,colon,0.0577,0.4836147601885555,0.3697618206349205
s0280,femur_left,0.897,0.834621780826589,0.855076462433863
s0280,femur_right,0.9043,0.850718650242761,0.8497700452380953
s0280,gluteus_maximus_left,0.8913,0.8271046212110448,0.8674070599206355
s0280,gluteus_maximus_right,0.8778,0.8436646064652743,0.8846783880952384
s0280,hip_left,0.8087,0.6253264062183947,0.6153790821428571
s0280,hip_right,0.8081,0.9372380412127139,0.8156044763347764
s0280,iliac_artery_left,0.8,0.26369359795124203,0.23687405634920627
s0280,iliac_artery_right,0.7455,0.2785147871056334,0.32454123928571443
s0280,iliac_vena_left,0.7011,0.11790607259052863,0.19194587460317467
s0280,iliac_vena_right,0.6641,0.07957662438431332,0.19312926428571434
s0280,iliopsoas_left,0.6433,0.5271991159357016,0.5879646285714283
s0280,iliopsoas_right,0.6091,0.7255475641257176,0.7320545941798943
s0280,prostate,0.2454,0.7298525486113402,0.6113078853174606
s0280,urinary_bladder,0.0,0.2644068811696397,0.2880420440476191
s0385,aorta,0.0,0.15201906687027952,0.1861167527777777
s0385,autochthon_left,0.0,0.5494539646109995,0.5614065187830692
s0385,autochthon_right,0.0,0.513974203101527,0.655560927777778
s0385,intervertebral_discs,0.799,0.8116678781591031,0.7487752502645504
s0385,lung_left,0.0,0.0,0.09341800873015871
s0385,spinal_cord,0.8672,0.8541819526544411,0.8253561282467528
s0385,vertebrae,0.8571,0.816274711664863,0.8172733851851848
s0594,brain,0.9773,0.9374672306603621,0.9602063746031744
s0594,intervertebral_discs,0.6294,0.6497363341512946,0.4886496210317457
s0594,spinal_cord,0.7937,0.8004398461072834,0.6975463341269842
s0594,vertebrae,0.7012,0.7368159886086002,0.6179916403439153
s0287,adrenal_gland_left,0.4325,0.511247794092426,0.4483170808201061
s0287,adrenal_gland_right,0.5156,0.35058887032904884,0.36835350634920644
s0287,aorta,0.6058,0.6274866227177409,0.6756779089947094
s0287,autochthon_left,0.9339,0.910509249519049,0.9161662181216925
s0287,autochthon_right,0.9365,0.898341328167279,0.9127521341269839
s0287,colon,0.7172,0.8027116538930102,0.8371733436202689
s0287,duodenum,0.6036,0.2826280750214669,0.42357897341269835
s0287,esophagus,0.4442,0.6725962704918071,0.5974515857142858
s0287,gallbladder,0.3585,0.5052676991805077,0.4374115367604616
s0287,heart,0.8309,0.38091165057909976,0.391866893253968
s0287,hip_right,0.6052,0.4855282770524298,0.3706990583333331
s0287,humerus_left,0.6813,0.5721275512474336,0.4834450835978835
s0287,humerus_right,0.6926,0.5999224693153319,0.5187419271164024
s0287,iliac_artery_left,0.7902,0.67972047084385,0.5757939895502644
s0287,iliac_artery_right,0.5304,0.7221016899958018,0.5939061560846565
s0287,iliac_vena_left,0.4706,0.22610073234354058,0.1864117896825396
s0287,iliac_vena_right,0.6227,0.639639911898585,0.5433593550264546
s0287,iliopsoas_left,0.7298,0.7419039252758045,0.7898646154761902
s0287,iliopsoas_right,0.7369,0.7859529193211909,0.7922778256613757
s0287,inferior_vena_cava,0.8229,0.7615475964431365,0.8071531190476189
s0287,intervertebral_discs,0.8133,0.7680171366318529,0.758462578968254
s0287,kidney_left,0.8544,0.6464327386165725,0.7648927266233767
s0287,kidney_right,0.8614,0.7498374609312521,0.7671469973544971
s0287,liver,0.9309,0.8700099857958533,0.9160864880952382
s0287,lung_left,0.9371,0.9651114032229919,0.8968223444444442
s0287,lung_right,0.9406,0.8585757859113723,0.797197452248678
s0287,pancreas,0.3283,0.658183256126091,0.665917495983646
s0287,portal_vein_and_splenic_vein,0.7196,0.49913653581014616,0.5342984080687833
s0287,small_bowel,0.4648,0.6189888840790319,0.6425512907407411
s0287,spinal_cord,0.8728,0.8481436119756153,0.8421605321428568
s0287,spleen,0.8304,0.7902023300197745,0.799543038359788
s0287,stomach,0.814,0.8199207279048295,0.8772383747354492
s0287,vertebrae,0.8695,0.7962989011332732,0.7996577416666664
s0027,brain,0.9609,0.9987442030330415,0.9643169064814816
s0027,spinal_cord,0.6059,0.7030769056831192,0.6651709547619045
s0027,vertebrae,0.0,0.3665748337694562,0.25652361124338635
s0031,adrenal_gland_left,0.5866,0.47994790979498597,0.5481042996031747
s0031,adrenal_gland_right,0.3861,0.1437526940350045,0.2506400781746032
s0031,aorta,0.8799,0.8578071077106657,0.8352816230158732
s0031,autochthon_left,0.9195,0.9287138154205263,0.9218939085978832
s0031,autochthon_right,0.9277,0.9061295175452356,0.9197844780423281
s0031,colon,0.7536,0.8211619674639429,0.8082486870370376
s0031,duodenum,0.7427,0.5067510396315742,0.506118126984127
s0031,esophagus,0.8113,0.8258152865078368,0.7415163818783065
s0031,gallbladder,0.4285,0.24603355153783465,0.3084893654761904
s0031,heart,0.965,0.9141880061162921,0.9067984305555556
s0031,iliopsoas_left,0.8056,0.562420863316396,0.5971653106541605
s0031,iliopsoas_right,0.8211,0.48781679062058086,0.5981141720899472
s0031,inferior_vena_cava,0.8208,0.7736857453256267,0.8175877929894182
s0031,intervertebral_discs,0.6666,0.743976012013983,0.7623465462962954
s0031,kidney_left,0.8995,0.8741282553726986,0.8552394649470901
s0031,kidney_right,0.8929,0.8798483736108501,0.8600958652116403
s0031,liver,0.9265,0.9211096972348799,0.9045035701058206
s0031,lung_left,0.9546,0.9005385722534867,0.9207048761904764
s0031,lung_right,0.9515,0.8870831485835178,0.9232287489418
s0031,pancreas,0.6467,0.601198960275646,0.6542826051587298
s0031,portal_vein_and_splenic_vein,0.6351,0.23463104603003718,0.406484082010582
s0031,small_bowel,0.7463,0.6863530694582539,0.7713689604599103
s0031,spinal_cord,0.8838,0.796164575141722,0.797743774603175
s0031,spleen,0.9263,0.8456282526952886,0.8688554879629627
s0031,stomach,0.5511,0.746917406306078,0.7665459679894178
s0031,vertebrae,0.8308,0.8124959563501649,0.8392553914021166
s0414,aorta,0.185,0.30648507712846756,0.40236346129148615
s0414,autochthon_left,0.443,0.24830933334794936,0.4260335257936507
s0414,autochthon_right,0.0253,0.1577418103876007,0.1897805761904762
s0414,esophagus,0.3294,0.20438188323007633,0.21382944642857146
s0414,intervertebral_discs,0.7147,0.4712314604477378,0.5510809404761909
s0414,lung_right,0.1355,0.0,0.14082281111111114
s0414,spinal_cord,0.8629,0.7591172611699538,0.7654024206349204
s0414,vertebrae,0.8299,0.8598152852891761,0.7695023925925928
s0056,femur_left,0.7736,0.8066253783477898,0.7635806571428572
s0016,adrenal_gland_left,0.1858,0.6207548043505061,0.4870590464285715
s0016,adrenal_gland_right,0.8149,0.387811658821847,0.4141563726190479
s0016,aorta,0.8903,0.8118890166119194,0.8390358607142858
s0016,autochthon_left,0.9488,0.9733861171862589,0.9228919042328039
s0016,autochthon_right,0.9494,0.9152703211648602,0.9220626972222222
s0016,colon,0.7869,0.8260933678655903,0.7898461349206355
s0016,duodenum,0.38,0.4667272034084461,0.49965817602767637
s0016,esophagus,0.5585,0.28273793106833317,0.4070752873015873
s0016,gallbladder,0.6389,0.6764629140283838,0.6325256698412709
s0016,gluteus_medius_left,0.7773,0.5793057266062874,0.4534636043650795
s0016,gluteus_medius_right,0.0,0.14885280082080068,0.08932326666666668
s0016,heart,0.4846,0.7757767304351723,0.7360220884920633
s0016,hip_left,0.7125,0.46523118451071277,0.4615208628427127
s0016,hip_right,0.558,0.15270432811885523,0.26001843964646476
s0016,iliac_artery_left,0.8189,0.6825905732123373,0.5685591376984127
s0016,iliac_artery_right,0.6964,0.7582247764222315,0.5887884768518518
s0016,iliac_vena_left,0.4444,0.34306291547700835,0.15130621031746033
s0016,iliac_vena_right,0.7368,0.5510839767073796,0.29903397182539687
s0016,iliopsoas_left,0.663,0.885080174891802,0.8813684059523803
s0016,iliopsoas_right,0.7087,0.9067562390053636,0.8724047609788356
s0016,inferior_vena_cava,0.8034,0.8149396396271407,0.8383905878306879
s0016,intervertebral_discs,0.805,0.8056139124282695,0.7921484865079371
s0016,kidney_left,0.6618,0.8268394167446962,0.8623676096560848
s0016,kidney_right,0.7937,0.8950015011245891,0.9059599805555558
s0016,liver,0.9403,0.8761543704078005,0.8993607623015879
s0016,lung_left,0.7418,0.6257258273094611,0.6667268507936509
s0016,lung_right,0.9371,0.9140190351639489,0.8956592257936512
s0016,pancreas,0.5734,0.6121187796577009,0.6275473142857145
s0016,portal_vein_and_splenic_vein,0.6254,0.4865160807106406,0.5066200587301585
s0016,small_bowel,0.7461,0.7303615093477276,0.7412721138888891
s0016,spinal_cord,0.8684,0.9100353021178393,0.8350605133597888
s0016,spleen,0.8011,0.9278582738101396,0.9027733980158729
s0016,stomach,0.5573,0.6416632588108644,0.694024218746994
s0016,vertebrae,0.8609,0.8342171844511044,0.8480685191798937
s0145,clavicula_right,0.6099,0.36011027996471195,0.35297399087301584
s0145,femur_right,0.0,0.5881092884753086,0.5525143608465601
s0145,humerus_right,0.6738,0.8092814067347063,0.7719809499999998
s0145,scapula_left,0.0,0.04028003763501276,0.06879276851851852
s0145,scapula_right,0.5076,0.3485154637820989,0.4529388604497354
s0216,adrenal_gland_left,0.5421,0.732878617813205,0.6010648690476186
s0216,adrenal_gland_right,0.3657,0.5007303246663877,0.4947035317460318
s0216,aorta,0.8753,0.7288956389537808,0.7334317414021169
s0216,autochthon_left,0.9283,0.8971211611593864,0.8880235678571424
s0216,autochthon_right,0.9342,0.8642927885359524,0.8602045490740738
s0216,colon,0.6729,0.6881363290496811,0.7369205628306884
s0216,duodenum,0.5685,0.7808986818256328,0.752280167989418
s0216,esophagus,0.7659,0.7391480332473211,0.7133346750000001
s0216,gallbladder,0.0,0.4550841041390891,0.47667568849206343
s0216,gluteus_maximus_left,0.5027,0.7982742428966806,0.7485840591269839
s0216,gluteus_maximus_right,0.6469,0.6903801309603746,0.8086921346560846
s0216,gluteus_medius_left,0.888,0.793029831574722,0.7913898236772489
s0216,gluteus_medius_right,0.8723,0.8662945475787247,0.8410280240740752
s0216,gluteus_minimus_left,0.8196,0.5604163342830277,0.6026195198412699
s0216,gluteus_minimus_right,0.7589,0.7624685498542719,0.7470774149470898
s0216,heart,0.9192,0.9012351732722301,0.9021207814814812
s0216,hip_left,0.8427,0.8491822590587905,0.7499962440476192
s0216,hip_right,0.8681,0.8585996421423774,0.765137929761905
s0216,humerus_left,0.792,0.3516383775288404,0.39018255555555553
s0216,humerus_right,0.5283,0.49875104045833096,0.4509455829365079
s0216,iliac_artery_right,0.1283,0.44266808458298146,0.4784476559523809
s0216,iliac_vena_left,0.3546,0.5501683619115966,0.545977230026455
s0216,iliac_vena_right,0.4269,0.6982599583884356,0.6056868617724865
s0216,iliopsoas_left,0.6616,0.754335218287594,0.7198966369047617
s0216,iliopsoas_right,0.7413,0.688178471486227,0.6766626492063491
s0216,inferior_vena_cava,0.0,0.5312787127416896,0.5592823727994229
s0216,intervertebral_discs,0.7087,0.8015454035374234,0.7661355585978832
s0216,kidney_left,0.5277,0.7691442090769239,0.809152214177489
s0216,kidney_right,0.5634,0.8178449599512072,0.8343011610509857
s0216,liver,0.874,0.929301172769062,0.9006145767195761
s0216,lung_left,0.9739,0.9887606169124237,0.9421722246031743
s0216,lung_right,0.978,0.9644779173215556,0.941989712962963
s0216,pancreas,0.1064,0.5357266192608678,0.5661281810846558
s0216,portal_vein_and_splenic_vein,0.1056,0.4697363883214466,0.5316298164021159
s0216,sacrum,0.7429,0.790656022961358,0.8276629711640219
s0216,scapula_left,0.0,0.49308527181395373,0.5081606832010584
s0216,scapula_right,0.0,0.5587336364257026,0.4079460944444444
s0216,small_bowel,0.3087,0.6096360883295617,0.6184746448412702
s0216,spinal_cord,0.7947,0.8602100807468512,0.8222937879629629
s0216,spleen,0.7678,0.934941580868628,0.8648294178090432
s0216,stomach,0.8339,0.8484176475719899,0.8305377373015876
s0216,vertebrae,0.7805,0.8485436958957191,0.8056495849206353
s0323,aorta,0.0,0.4582507436975154,0.39142053968253965
s0323,autochthon_left,0.4495,0.7121618002415385,0.7144816182539684
s0323,autochthon_right,0.8018,0.7712605456577922,0.7548936326719577
s0323,colon,0.4623,0.6470917767088352,0.6673448742063492
s0323,duodenum,0.2692,0.5999970501431345,0.5010281976190475
s0323,esophagus,0.4415,0.37754105953288714,0.3760306075396827
s0323,femur_left,0.0,0.407207761020256,0.29784577658730155
s0323,femur_right,0.0,0.28037384721520986,0.4254720415343914
s0323,gallbladder,0.0,0.5004500753698515,0.46639904246031755
s0323,gluteus_maximus_left,0.0,0.435104643184432,0.45460104589947065
s0323,gluteus_medius_left,0.4816,0.6417351644175617,0.7291289337301581
s0323,gluteus_medius_right,0.5932,0.7572256398979696,0.7777842498677239
s0323,gluteus_minimus_left,0.3303,0.6187452048916393,0.5978224283068785
s0323,gluteus_minimus_right,0.6575,0.42954183832121234,0.6104582441798941
s0323,heart,0.8002,0.9465100286233481,0.875001041666668
s0323,hip_left,0.5893,0.7847349978029151,0.728633169288119
s0323,hip_right,0.6524,0.6105707201563685,0.6308282715367963
s0323,humerus_left,0.3796,0.28886511148929955,0.2957526427248679
s0323,iliac_artery_right,0.0,0.4881799845441452,0.4805222022486771
s0323,iliac_vena_left,0.0,0.2930164101643786,0.26267295912698413
s0323,iliac_vena_right,0.0,0.43010075714062734,0.37975811428571404
s0323,iliopsoas_left,0.8176,0.9042424824802558,0.8531126728835982
s0323,iliopsoas_right,0.8281,0.7833128835362543,0.7886556343915342
s0323,inferior_vena_cava,0.0,0.5160134984223944,0.46666996613756595
s0323,intervertebral_discs,0.6703,0.6605606826221113,0.6794544443121692
s0323,kidney_left,0.3466,0.692056966571442,0.6889995690476184
s0323,kidney_right,0.0627,0.2238853673063867,0.4024859791005292
s0323,liver,0.8076,0.9317945162574003,0.9464258492063496
s0323,lung_left,0.8764,0.7316247424912908,0.7909526342592595
s0323,lung_right,0.896,0.7635041347062211,0.8860697243386247
s0323,pancreas,0.0,0.4075312824047372,0.3981714099206346
s0323,portal_vein_and_splenic_vein,0.0,0.32831447444059336,0.3316048216931217
s0323,sacrum,0.6116,0.7001350551204317,0.7293910388888888
s0323,small_bowel,0.3628,0.6032682259744256,0.6503677845238094
s0323,spinal_cord,0.5459,0.6412302051437088,0.6258762547619047
s0323,spleen,0.6635,0.6721305700017076,0.7109124981481483
s0323,stomach,0.7381,0.7934517789514406,0.7985983365079358
s0323,urinary_bladder,0.0,0.5351280990292634,0.5769268249999998
s0323,vertebrae,0.7425,0.795574686963721,0.7836722436507935
s0284,autochthon_left,0.9201,0.8220756527147635,0.8089569927248682
s0284,autochthon_right,0.906,0.7842937230056928,0.8084691003968253
s0284,colon,0.7995,0.8760205660696561,0.7988590220899472
s0284,femur_left,0.9317,0.8177601838423117,0.8362484756012509
s0284,femur_right,0.9343,0.7970873664931667,0.8395322807599815
s0284,gluteus_maximus_left,0.9445,0.8859432369958902,0.9343379652116407
s0284,gluteus_maximus_right,0.9403,0.8991185333077769,0.926789877645502
